time,cpu%,rss_kb,vsz_kb,threads,goroutines
5,0.0,14352,1966780,18,0
0
10,0.0,14352,1966780,18,0
0
15,0.0,14352,1966780,18,0
0
20,0.0,14352,1966780,18,0
0
25,0.0,14352,1966780,18,0
0
30,0.0,14352,1966780,18,0
0
35,0.0,14352,1966780,18,0
0
40,0.0,14352,1966780,18,0
0
45,0.0,14616,1966780,18,0
0
50,0.0,14616,1966780,18,0
0
55,0.0,14616,1966780,18,0
0
60,0.0,14616,1966780,18,0
0
